GEO_ID,NAME,TSRR001_001,TSRR001_002,TSRR001_003,TSRR001_004,TSRR001_005,TSRR001_006,TSRR001_007,TSRR001_008,TSRR001_009,TSRR001_010,TSRR001_011,TSRR001_012,TSRR001_013,TSRR001_014,TSRR001_015,TSRR001_016,TSRR001_017,TSRR001_018,TSRR001_019,TSRR001_020,TSRR001_021,TSRR001_022,TSRR001_023,TSRR001_024,Unnamed: 26
13121005200,Census Tract 52; Fulton County; Georgia,69.6,2.6,0.3,72.5,72.6,2.6,0.3,75.6,73.7,2.8,0.3,76.7,76.7,2.8,0.3,79.8,3.7,4.0,49.7,56.1,67.7,76.4,16.4,18.6,
13121005300,Census Tract 53; Fulton County; Georgia,70.4,3.9,0.3,74.5,73.0,4.0,0.3,77.3,74.0,4.1,0.3,78.3,76.7,4.2,0.3,81.2,3.1,3.1,64.3,69.5,74.5,80.3,8.1,9.9,
13121005501,Census Tract 55.01; Fulton County; Georgia,37.1,13.7,0.4,51.2,40.6,13.8,0.5,54.9,41.5,15.3,0.5,57.3,45.3,15.5,0.6,61.4,9.9,10.0,44.4,47.8,65.1,70.1,27.6,28.5,
13121005503,Census Tract 55.03; Fulton County; Georgia,28.9,12.9,0.8,42.6,32.5,12.9,1.0,46.4,31.3,14.0,0.9,46.1,35.1,14.0,1.1,50.2,6.9,7.3,45.4,47.9,64.5,68.0,25.0,28.1,
13121005504,Census Tract 55.04; Fulton County; Georgia,28.8,14.0,0.1,43.0,31.5,14.2,0.6,46.2,33.8,16.6,0.2,50.6,37.0,16.7,0.7,54.4,14.5,14.9,45.1,48.4,63.9,68.6,26.0,27.8,
13121005700,Census Tract 57; Fulton County; Georgia,24.0,16.2,0.6,40.9,27.5,16.6,1.0,45.1,29.8,20.2,0.8,50.8,34.0,20.6,1.2,55.9,19.5,19.5,44.3,47.3,66.2,70.6,30.3,31.5,
13121005800,Census Tract 58; Fulton County; Georgia,39.2,4.2,0.8,44.2,41.4,6.8,1.2,49.3,44.8,4.8,1.0,50.5,47.3,7.8,1.4,56.4,11.3,11.9,43.2,45.4,69.5,73.2,32.4,33.8,
13121006000,Census Tract 60; Fulton County; Georgia,35.0,18.9,0.5,54.4,39.1,19.3,0.7,59.0,40.0,21.7,0.6,62.4,44.7,22.1,0.8,67.6,12.4,12.4,52.6,55.3,69.5,73.1,19.5,20.8,
13121006100,Census Tract 61; Fulton County; Georgia,33.4,21.2,0.8,55.4,37.0,21.4,1.3,59.7,40.5,25.7,1.0,67.2,44.7,26.0,1.6,72.3,16.8,16.9,54.0,57.4,72.5,77.1,19.8,21.8,
13121006200,Census Tract 62; Fulton County; Georgia,29.4,13.5,0.3,43.1,32.2,14.2,0.4,46.8,39.1,17.9,0.4,57.4,42.8,18.9,0.6,62.3,24.4,24.7,38.4,40.3,67.7,71.1,37.7,38.0,
13121006300,Census Tract 63; Fulton County; Georgia,24.5,11.6,0.4,36.5,26.5,11.8,0.4,38.7,33.8,16.1,0.5,50.4,36.7,16.4,0.5,53.5,27.0,27.1,38.9,40.1,65.7,67.5,36.6,37.4,
13121006400,Census Tract 64; Fulton County; Georgia,37.8,4.6,1.0,43.3,40.1,5.5,1.0,46.6,53.2,6.5,1.4,61.1,56.5,7.6,1.4,65.4,28.3,28.3,44.4,46.7,63.5,66.5,25.4,26.1,
13121006500,Census Tract 65; Fulton County; Georgia,41.2,20.4,0.4,62.0,44.8,20.7,0.8,66.3,45.6,22.6,0.5,68.7,49.5,23.0,0.9,73.4,8.9,8.9,56.4,61.8,72.3,78.9,17.1,18.6,
13121006601,Census Tract 66.01; Fulton County; Georgia,31.3,23.6,0.5,55.4,34.4,24.2,0.8,59.4,35.5,26.9,0.6,63.0,39.1,27.6,0.9,67.6,12.0,12.0,51.9,54.3,71.4,74.7,23.1,23.6,
13121006602,Census Tract 66.02; Fulton County; Georgia,24.4,18.7,1.4,44.4,27.3,18.7,1.5,47.5,31.0,23.8,1.7,56.6,34.7,23.8,2.0,60.5,21.3,21.3,38.5,40.3,61.4,64.3,32.5,33.9,
13121006701,Census Tract 67.01; Fulton County; Georgia,30.9,21.7,0.7,53.4,34.7,22.1,1.0,57.9,35.0,24.6,0.8,60.5,39.3,25.1,1.2,65.6,10.9,11.1,57.4,59.5,71.8,74.2,14.5,16.3,
13121006702,Census Tract 67.02; Fulton County; Georgia,30.6,19.7,0.4,50.7,33.8,19.9,0.7,54.4,38.2,24.7,0.5,63.5,42.3,24.9,0.9,68.1,19.3,19.5,50.4,52.6,72.2,75.4,24.1,25.5,
13121006802,Census Tract 68.02; Fulton County; Georgia,31.0,11.0,0.6,42.5,32.3,11.2,0.8,44.2,36.3,12.9,0.7,49.9,37.9,13.1,0.9,51.9,12.9,14.7,54.9,58.8,59.4,63.4,6.3,6.9,
13121006900,Census Tract 69; Fulton County; Georgia,52.5,4.5,1.2,58.3,55.5,5.5,1.4,62.4,57.1,5.0,1.3,63.3,60.3,6.0,1.5,67.8,6.7,6.8,56.6,60.5,70.6,75.5,15.9,16.7,
13121007001,Census Tract 70.01; Fulton County; Georgia,30.7,22.1,0.6,53.4,33.5,22.5,0.7,56.8,35.0,25.1,0.6,60.7,38.0,25.6,0.8,64.5,10.0,11.5,50.6,55.3,68.1,74.2,18.4,20.7,
13121007002,Census Tract 70.02; Fulton County; Georgia,38.8,4.2,2.0,45.0,41.5,5.0,2.2,48.6,49.6,5.4,2.6,57.6,52.9,6.3,2.8,62.0,20.8,20.9,47.0,49.8,66.7,70.6,25.5,26.2,
13121007100,Census Tract 71; Fulton County; Georgia,29.6,20.9,0.9,51.4,32.2,21.3,1.2,54.7,35.3,24.9,1.0,61.2,38.4,25.4,1.4,65.2,15.4,15.7,52.6,57.0,67.1,72.9,16.9,19.1,
13121007200,Census Tract 72; Fulton County; Georgia,22.1,15.6,0.2,37.9,24.6,15.8,0.5,40.9,33.6,23.7,0.3,57.6,37.4,24.0,0.8,62.2,33.6,34.0,34.8,35.6,79.5,81.2,53.3,53.7,
13121007301,Census Tract 73.01; Fulton County; Georgia,37.8,4.9,1.5,44.2,40.8,6.0,1.9,48.7,45.4,5.9,1.8,53.1,49.0,7.2,2.3,58.5,9.4,16.3,51.0,54.3,65.5,69.9,16.9,19.8,
13121007302,Census Tract 73.02; Fulton County; Georgia,46.8,7.8,2.7,57.3,48.7,9.6,3.1,61.5,50.4,8.4,2.9,61.7,52.5,10.3,3.4,66.1,6.2,6.5,57.5,61.4,74.1,79.0,18.3,20.6,
13121007400,Census Tract 74; Fulton County; Georgia,24.6,19.0,0.3,44.0,27.0,19.2,0.6,46.8,27.9,21.7,0.4,50.0,30.6,21.9,0.7,53.2,11.6,11.7,48.0,51.1,64.2,68.4,17.9,20.9,
13121007500,Census Tract 75; Fulton County; Georgia,27.9,22.7,0.9,51.5,30.8,22.9,1.6,55.3,33.0,27.0,1.0,61.1,36.5,27.2,1.8,65.5,12.6,12.8,48.2,50.6,70.9,74.4,24.0,28.8,
13121007602,Census Tract 76.02; Fulton County; Georgia,32.2,26.5,1.3,60.0,34.6,26.6,1.6,62.8,36.9,30.5,1.4,68.9,39.7,30.6,1.8,72.1,12.7,12.8,58.2,60.7,69.5,72.6,10.5,11.3,
13121007603,Census Tract 76.03; Fulton County; Georgia,21.0,25.4,1.0,47.4,24.0,25.8,1.5,51.4,26.2,31.7,1.2,59.1,29.9,32.3,1.8,64.1,17.6,18.6,53.2,55.0,69.9,72.3,15.8,18.8,
13121007604,Census Tract 76.04; Fulton County; Georgia,29.7,3.9,1.5,35.2,31.9,4.8,2.1,38.9,35.4,4.6,1.8,41.8,38.0,5.7,2.6,46.2,15.6,15.7,47.4,49.1,63.7,65.9,15.9,18.0,
13121007703,Census Tract 77.03; Fulton County; Georgia,37.9,25.8,0.8,64.6,40.3,26.3,1.0,67.5,39.9,27.2,0.8,68.0,42.3,27.7,1.0,71.0,4.2,4.2,62.6,65.8,72.6,76.1,7.3,9.4,
13121007705,Census Tract 77.05; Fulton County; Georgia,27.1,28.0,1.1,56.2,29.0,28.6,1.4,59.1,31.0,32.1,1.2,64.3,33.1,32.8,1.6,67.6,12.1,12.1,58.2,61.8,72.8,77.1,13.6,16.9,
13121007707,Census Tract 77.07; Fulton County; Georgia,55.6,5.5,1.1,62.2,60.2,6.3,1.2,67.6,58.2,5.8,1.1,65.1,62.9,6.6,1.2,70.7,3.4,3.6,60.8,64.2,69.4,73.3,9.2,10.0,
13121007708,Census Tract 77.08; Fulton County; Georgia,39.2,5.3,0.6,45.2,42.3,6.3,0.8,49.4,45.7,6.2,0.7,52.7,49.3,7.3,1.0,57.6,10.9,11.7,45.1,47.6,58.3,61.6,18.2,19.1,
13121007709,Census Tract 77.09; Fulton County; Georgia,48.7,2.9,0.5,52.2,52.8,3.5,0.6,56.9,52.8,3.2,0.6,56.6,57.2,3.8,0.7,61.7,7.5,7.6,54.1,59.5,66.1,72.7,8.7,14.2,
13121007710,Census Tract 77.10; Fulton County; Georgia,35.5,5.2,1.0,41.7,39.1,7.1,1.5,47.7,37.9,5.5,1.1,44.5,41.6,7.5,1.6,50.7,5.4,5.7,58.5,62.8,67.5,72.4,7.3,10.7,
13121007711,Census Tract 77.11; Fulton County; Georgia,46.1,10.8,3.1,60.0,49.1,11.8,3.5,64.4,46.8,11.0,3.1,61.0,49.9,12.0,3.6,65.5,1.5,1.6,74.8,77.5,83.2,86.2,6.5,7.9,
13121007805,Census Tract 78.05; Fulton County; Georgia,28.0,25.0,0.8,53.9,31.6,25.4,1.1,58.1,30.2,27.2,0.9,58.3,34.1,27.6,1.2,62.9,7.4,7.4,56.0,58.8,68.2,71.7,14.5,15.8,
13121007806,Census Tract 78.06; Fulton County; Georgia,34.5,28.1,0.8,63.3,37.1,28.6,1.3,67.1,36.1,29.4,0.8,66.3,38.9,30.0,1.4,70.2,4.1,4.2,59.5,61.9,68.3,70.8,3.3,7.3,
13121007807,Census Tract 78.07; Fulton County; Georgia,25.0,22.5,0.9,48.5,27.4,23.1,1.2,51.7,31.1,28.1,1.1,60.2,34.1,28.7,1.4,64.2,19.4,19.4,43.7,46.6,66.5,70.7,31.1,32.1,
13121007808,Census Tract 78.08; Fulton County; Georgia,29.6,15.1,0.3,45.0,31.9,15.3,0.6,47.8,38.8,19.9,0.4,59.2,41.9,20.2,0.8,62.9,23.6,23.8,55.1,57.4,65.8,68.5,10.8,12.9,
13121007809,Census Tract 78.09; Fulton County; Georgia,60.6,6.1,1.5,68.3,63.9,6.9,1.8,72.7,65.2,6.6,1.6,73.4,68.7,7.5,2.0,78.1,6.6,6.6,69.1,72.1,77.2,80.6,7.7,7.7,
13121007810,Census Tract 78.10; Fulton County; Georgia,45.0,3.8,0.9,49.7,47.7,4.4,1.1,53.2,48.7,4.1,1.0,53.8,51.6,4.6,1.2,57.5,7.0,7.3,34.2,36.0,67.3,70.6,42.7,44.4,
13121007900,Census Tract 79; Fulton County; Georgia,39.3,25.5,0.4,65.1,42.4,26.0,0.6,68.9,41.8,27.2,0.4,69.4,45.0,27.8,0.6,73.4,5.6,5.6,65.2,69.1,74.8,79.2,4.6,5.1,
13121008000,Census Tract 80; Fulton County; Georgia,34.9,24.2,0.6,59.7,37.5,24.5,1.0,63.0,39.3,27.4,0.7,67.3,42.2,27.7,1.1,70.9,10.2,10.5,54.3,57.2,69.3,73.0,17.3,17.6,
13121008103,Census Tract 81.03; Fulton County; Georgia,26.2,23.3,0.9,50.4,28.2,23.8,1.2,53.2,30.3,26.9,1.1,58.3,32.6,27.6,1.4,61.5,13.2,13.3,51.8,54.0,71.9,74.9,22.0,24.2,
13121008104,Census Tract 81.04; Fulton County; Georgia,30.4,24.7,1.1,56.2,32.7,25.2,1.4,59.3,34.0,27.7,1.2,62.9,36.6,28.2,1.5,66.4,10.4,10.4,53.9,56.7,76.2,80.1,25.1,25.8,
13121008202,Census Tract 82.02; Fulton County; Georgia,29.8,26.4,0.6,56.8,31.5,26.8,1.0,59.3,33.7,29.9,0.6,64.3,35.6,30.3,1.1,67.0,11.3,11.3,34.6,35.8,76.7,79.6,52.5,52.9,
13121008203,Census Tract 82.03; Fulton County; Georgia,31.0,27.5,1.1,59.5,33.6,27.9,1.2,62.7,33.6,29.9,1.1,64.7,36.5,30.3,1.3,68.1,7.2,7.4,58.3,60.7,66.7,69.3,7.8,8.4,
13121008204,Census Tract 82.04; Fulton County; Georgia,33.4,25.2,1.3,59.8,36.1,25.5,1.7,63.3,36.3,27.5,1.4,65.3,39.3,27.9,1.9,69.0,7.4,7.6,60.3,63.5,71.4,75.2,10.1,11.0,
13121008301,Census Tract 83.01; Fulton County; Georgia,19.9,14.6,0.6,35.1,21.8,14.8,0.9,37.5,33.3,24.4,1.1,58.7,36.2,24.7,1.6,62.5,39.8,39.9,43.2,45.2,70.4,73.5,32.1,33.5,
13121008302,Census Tract 83.02; Fulton County; Georgia,17.5,15.2,0.6,33.4,20.1,15.3,0.7,36.2,29.5,25.7,1.1,56.3,33.8,26.0,1.2,61.0,32.3,32.3,29.3,30.7,71.2,74.3,55.1,56.6,
13121008400,Census Tract 84; Fulton County; Georgia,18.1,16.7,0.5,35.4,20.2,17.1,0.9,38.2,25.7,23.8,0.8,50.3,28.7,24.4,1.2,54.3,25.7,25.7,33.7,36.0,67.9,72.3,39.9,43.2,
13121008500,Census Tract 85; Fulton County; Georgia,24.2,17.4,0.7,42.3,26.1,17.7,0.9,44.6,33.6,24.3,1.0,59.0,36.4,24.7,1.2,62.3,27.7,27.7,40.6,43.5,66.4,70.9,28.6,32.6,
13121008601,Census Tract 86.01; Fulton County; Georgia,27.4,19.9,0.7,48.1,29.2,20.3,1.1,50.5,33.4,24.3,0.9,58.5,35.5,24.7,1.3,61.5,17.6,17.7,40.0,42.3,64.5,68.2,33.4,34.0,
13121008602,Census Tract 86.02; Fulton County; Georgia,35.1,14.9,1.2,51.3,38.4,15.1,1.7,55.2,39.1,16.6,1.3,57.1,42.7,16.8,1.9,61.4,8.9,9.2,25.2,27.1,70.8,76.1,62.1,62.9,
13121008701,Census Tract 87.01; Fulton County; Georgia,32.5,19.2,0.9,52.5,35.2,19.8,0.9,55.8,35.9,21.2,1.0,58.1,38.8,21.9,1.0,61.7,9.1,9.1,46.4,49.2,70.2,74.2,24.8,28.4,
13121008702,Census Tract 87.02; Fulton County; Georgia,36.4,13.0,0.4,49.7,38.9,13.1,0.6,52.7,41.5,14.9,0.4,56.8,44.4,15.1,0.7,60.2,12.3,12.3,63.7,67.1,76.9,80.7,14.4,14.7,
13121008801,Census Tract 88.01; Fulton County; Georgia,60.7,2.2,0.3,63.1,63.5,2.8,0.4,66.7,67.6,2.4,0.3,70.4,70.7,3.0,0.4,74.1,8.9,9.0,67.6,69.9,81.0,83.7,13.3,13.6,
13121008802,Census Tract 88.02; Fulton County; Georgia,58.0,3.6,0.6,62.3,61.7,4.3,0.8,66.8,68.6,4.3,0.8,73.7,72.8,5.1,0.8,78.7,14.0,14.5,66.4,68.4,82.8,85.3,16.2,16.5,
13121008903,Census Tract 89.03; Fulton County; Georgia,46.3,2.1,0.4,48.8,50.3,2.7,0.5,53.6,48.9,2.3,0.4,51.6,53.2,2.9,0.6,56.7,4.4,4.4,49.3,53.3,64.7,69.6,15.9,20.3,
13121008905,Census Tract 89.05; Fulton County; Georgia,51.1,1.5,0.1,52.6,55.6,2.0,0.1,57.7,54.0,1.6,0.1,55.6,58.6,2.1,0.1,60.8,3.0,3.4,40.2,43.8,63.4,68.8,7.0,9.0,
13121008906,Census Tract 89.06; Fulton County; Georgia,76.5,3.7,0.3,80.5,79.6,3.7,0.4,83.7,79.2,3.8,0.3,83.4,82.4,3.8,0.4,86.7,2.5,2.5,74.0,78.1,79.8,83.8,4.3,4.5,
13121008907,Census Tract 89.07; Fulton County; Georgia,50.9,3.6,0.5,54.9,55.1,4.9,0.7,60.7,59.8,4.2,0.6,64.6,64.7,5.8,0.8,71.2,12.4,13.4,62.0,66.9,71.2,76.8,6.9,8.9,
13121008908,Census Tract 89.08; Fulton County; Georgia,50.0,1.6,0.1,51.7,53.1,1.9,0.2,55.2,53.5,1.8,0.1,55.3,56.8,1.9,0.2,59.0,4.8,5.3,51.6,56.2,59.6,64.9,6.6,8.9,
13121008909,Census Tract 89.09; Fulton County; Georgia,63.7,3.5,0.2,67.5,67.1,4.4,0.6,72.1,66.8,3.7,0.2,70.7,70.4,4.7,0.6,75.6,2.8,2.8,66.4,69.5,78.2,81.9,10.4,11.7,
13121009001,Census Tract 90.01; Fulton County; Georgia,54.7,1.5,0.0,56.2,58.5,2.0,0.1,60.7,57.7,1.6,0.0,59.3,61.8,2.2,0.1,64.1,3.2,3.3,51.2,54.3,62.0,65.7,5.3,6.4,
13121009002,Census Tract 90.02; Fulton County; Georgia,80.2,3.8,0.2,84.1,83.5,3.9,0.2,87.6,82.7,3.9,0.2,86.8,86.2,4.0,0.2,90.4,1.8,1.8,73.9,77.5,77.9,81.7,3.4,3.5,
13121009103,Census Tract 91.03; Fulton County; Georgia,55.1,2.4,0.1,57.5,58.8,3.2,0.1,62.1,62.7,2.7,0.1,65.5,66.9,3.6,0.1,70.6,8.9,9.1,47.6,52.0,67.6,73.5,24.8,25.8,
13121009104,Census Tract 91.04; Fulton County; Georgia,58.8,2.5,0.6,61.9,62.0,3.6,0.7,66.3,62.7,2.7,0.7,66.1,66.1,3.8,0.7,70.6,4.5,4.5,61.5,65.6,75.0,79.7,12.2,12.8,
13121009105,Census Tract 91.05; Fulton County; Georgia,72.3,4.7,0.0,76.9,75.2,4.8,0.2,80.2,76.0,4.7,0.0,80.7,79.1,4.9,0.2,84.2,3.1,3.3,54.1,59.2,62.0,67.9,8.1,9.6,
13121009106,Census Tract 91.06; Fulton County; Georgia,30.0,1.3,0.0,31.4,33.2,1.5,0.3,35.0,46.8,1.9,0.1,48.8,51.7,2.2,0.4,54.4,35.1,35.1,50.4,55.3,61.1,67.0,10.1,11.9,
13121009201,Census Tract 92.01; Fulton County; Georgia,45.6,2.7,0.3,48.6,49.6,3.2,0.8,53.6,50.9,3.0,0.3,54.3,55.4,3.6,0.8,59.8,9.5,9.5,46.4,51.7,59.7,66.5,15.0,17.2,
13121009202,Census Tract 92.02; Fulton County; Georgia,55.4,2.6,0.2,58.2,60.3,3.5,0.3,64.1,59.5,2.8,0.2,62.5,64.6,3.8,0.3,68.8,5.4,5.7,54.3,59.9,63.9,70.4,10.6,12.5,
13121009203,Census Tract 92.03; Fulton County; Georgia,51.9,3.9,0.8,56.6,56.3,4.5,0.8,61.7,54.6,4.1,0.8,59.5,59.1,4.7,0.9,64.7,2.5,3.3,57.8,64.1,64.1,71.1,5.2,5.8,
13121009301,Census Tract 93.01; Fulton County; Georgia,65.1,4.3,0.7,70.0,67.8,5.3,0.7,73.8,70.1,4.6,0.7,75.4,72.8,5.6,0.8,79.3,4.7,4.8,64.1,68.9,73.4,78.7,6.9,7.3,
13121009302,Census Tract 93.02; Fulton County; Georgia,59.5,3.0,0.6,63.1,62.6,4.6,0.6,67.8,62.5,3.2,0.6,66.3,65.7,4.7,0.6,71.0,1.3,1.3,67.1,70.8,73.8,77.9,6.7,7.3,
13121009405,Census Tract 94.05; Fulton County; Georgia,47.1,1.2,0.1,48.3,53.1,1.5,0.1,54.7,52.0,1.3,0.1,53.4,58.6,1.7,0.1,60.4,7.7,8.0,21.8,24.0,56.6,62.1,58.3,59.6,
13121009406,Census Tract 94.06; Fulton County; Georgia,43.4,2.2,0.7,46.2,47.4,2.9,0.8,51.1,50.8,2.5,0.8,54.1,55.5,3.4,0.9,59.8,12.4,13.2,45.9,48.7,61.8,65.5,21.4,22.2,
13121009407,Census Tract 94.07; Fulton County; Georgia,50.8,1.3,0.2,52.2,56.0,1.6,0.3,57.9,54.9,1.4,0.2,56.5,60.6,1.7,0.3,62.6,5.0,6.3,35.8,38.7,51.3,54.2,6.2,10.0,
13121009408,Census Tract 94.08; Fulton County; Georgia,47.3,3.5,0.7,51.5,51.8,4.8,1.3,57.9,50.4,3.7,0.8,54.9,55.1,5.0,1.4,61.4,3.8,4.0,59.0,63.6,65.0,69.9,5.2,6.2,
13121009409,Census Tract 94.09; Fulton County; Georgia,41.0,2.7,1.1,44.8,44.6,3.8,1.3,49.7,45.3,2.9,1.2,49.5,49.3,4.1,1.4,54.8,7.1,8.4,46.4,50.4,55.7,60.5,11.6,12.8,
13121009410,Census Tract 94.10; Fulton County; Georgia,54.8,2.5,0.2,57.6,59.0,2.9,0.4,62.3,58.5,2.7,0.3,61.4,62.9,3.1,0.4,66.4,4.3,4.5,64.8,69.2,74.3,79.4,7.3,8.3,
13121009411,Census Tract 94.11; Fulton County; Georgia,64.2,3.9,0.5,68.5,67.5,5.0,0.7,73.2,67.1,4.1,0.5,71.7,70.5,5.2,0.8,76.4,3.0,3.3,62.3,67.8,72.3,78.5,8.0,8.6,
13121009501,Census Tract 95.01; Fulton County; Georgia,64.4,5.1,0.4,69.8,66.7,6.7,0.6,74.0,70.2,5.5,0.4,76.2,72.6,7.2,0.6,80.4,5.7,5.7,67.9,71.3,79.3,83.1,7.6,8.1,
13121009503,Census Tract 95.03; Fulton County; Georgia,38.9,7.6,2.9,49.5,40.5,8.6,3.1,52.3,52.0,10.1,3.9,66.0,54.0,11.4,4.0,69.4,22.9,23.1,49.7,51.7,69.0,71.7,13.8,15.1,
13121009504,Census Tract 95.04; Fulton County; Georgia,43.9,2.4,0.2,46.5,47.1,3.3,0.2,50.6,48.1,2.7,0.2,50.9,51.5,3.6,0.2,55.4,6.0,6.4,47.8,52.0,67.5,73.2,20.2,22.8,
13121009601,Census Tract 96.01; Fulton County; Georgia,48.0,3.8,0.8,52.5,52.3,4.4,1.0,57.7,54.5,4.3,0.9,59.6,59.1,4.9,1.1,65.2,10.4,10.5,57.3,61.5,68.5,73.3,8.7,10.8,
