FILEID	STUSAB	SUMLEV	GEOVAR	GEOCOMP	CHARITER	CIFSN	LOGRECNO	GEOID	GEOCODE	REGION	DIVISION	STATE	STATENS	COUNTY	COUNTYCC	COUNTYNS	COUSUB	COUSUBCC	COUSUBNS	SUBMCD	SUBMCDCC	SUBMCDNS	ESTATE	ESTATECC	ESTATENS	CONCIT	CONCITCC	CONCITNS	PLACE	PLACECC	PLACENS	TRACT	BLKGRP	BLOCK	AIANHH	AIHHTLI	AIANHHFP	AIANHHCC	AIANHHNS	AITS	AITSFP	AITSCC	AITSNS	TTRACT	TBLKGRP	ANRC	ANRCCC	ANRCNS	CBSA	MEMI	CSA	METDIV	NECTA	NMEMI	CNECTA	NECTADIV	CBSAPCI	NECTAPCI	UA	UATYPE	UR	CD116	CD118	CD119	CD120	CD121	SLDU18	SLDU22	SLDU24	SLDU26	SLDU28	SLDL18	SLDL22	SLDL24	SLDL26	SLDL28	VTD	VTDI	ZCTA	SDELM	SDSEC	SDUNI	PUMA	AREALAND	AREAWATR	BASENAME	NAME	FUNCSTAT	GCUNI	POP100	HU100	INTPTLAT	INTPTLON	LSADC	PARTFLAG	UGA	POP2020	WHITE	BLACK	HISPANIC	NON_HISPANIC	NATIVE	ASIAN	PACISL	OTHER	MULTINH	POP18_2020	WHITE18	BLACK18	HISP18	NON_HISP18	NATIVE18	ASIAN18	PACISL18	OTHER18	MULTINH18	GQPOP	GQINST20	GQPRIS20	GQJUV20	GQNUR20	GQOTHINST20	GQNONINST20	GQCOLL20	GQMILI20	GQOTHNONINST20	TOT_HOUSING	OCCUPIED	VACANT
PLST	GA	750	00	00	000	03	0166972	7500000US130890201001000	130890201001000	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1000	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		35966	0	1000	Block 1000	S		216	70	+33.8029479	-084.3388393	BK		99999	216	61	13	134	82	0	7	0	1	0	132	41	7	76	56	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	70	70	0
PLST	GA	750	00	00	000	03	0166974	7500000US130890201001002	130890201001002	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1002	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000EG	A		99999	99999	01740		998	0	1002	Block 1002	S		5	1	+33.8022657	-084.3381995	BK		99999	5	1	4	0	5	0	0	0	0	0	4	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PLST	GA	750	00	00	000	03	0166977	7500000US130890201001005	130890201001005	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1005	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		50322	5536	1005	Block 1005	S		43	18	+33.8013222	-084.3397353	BK		99999	43	35	0	6	37	0	2	0	0	0	34	31	0	3	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	7
PLST	GA	750	00	00	000	03	0166978	7500000US130890201001006	130890201001006	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1006	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		88225	0	1006	Block 1006	S		46	18	+33.7992774	-084.3422570	BK		99999	46	41	2	3	43	0	0	0	0	0	37	32	2	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0
PLST	GA	750	00	00	000	03	0166979	7500000US130890201001007	130890201001007	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1007	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		18246	0	1007	Block 1007	S		35	14	+33.7983207	-084.3434816	BK		99999	35	30	0	3	32	0	0	0	0	2	32	28	0	2	30	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	14	0
PLST	GA	750	00	00	000	03	0166980	7500000US130890201001008	130890201001008	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1008	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		82251	0	1008	Block 1008	S		39	15	+33.7975589	-084.3416854	BK		99999	39	33	0	2	37	0	2	0	2	0	27	23	0	1	26	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	15	15	0
PLST	GA	750	00	00	000	03	0166981	7500000US130890201001009	130890201001009	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1009	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		21702	0	1009	Block 1009	S		42	19	+33.7974690	-084.3452662	BK		99999	42	30	0	3	39	0	8	0	1	0	28	23	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0
PLST	GA	750	00	00	000	03	0166982	7500000US130890201001010	130890201001010	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1010	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		25112	0	1010	Block 1010	S		66	20	+33.7976782	-084.3472753	BK		99999	66	56	0	5	61	0	0	0	3	2	44	35	0	4	40	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	20	20	0
PLST	GA	750	00	00	000	03	0166983	7500000US130890201001011	130890201001011	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1011	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		41058	0	1011	Block 1011	S		98	36	+33.7962728	-084.3466718	BK		99999	98	84	5	5	93	0	3	0	1	0	73	59	5	5	68	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	36	36	0
PLST	GA	750	00	00	000	03	0166984	7500000US130890201001012	130890201001012	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1012	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		2398	0	1012	Block 1012	S		0	0	+33.7966802	-084.3452753	BK		99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLST	GA	750	00	00	000	03	0166985	7500000US130890201001013	130890201001013	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1013	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		37268	0	1013	Block 1013	S		87	31	+33.7950686	-084.3467713	BK		99999	87	76	1	4	83	4	2	0	0	0	63	54	1	4	59	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	30	1
PLST	GA	750	00	00	000	03	0166991	7500000US130890201001019	130890201001019	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1019	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		60418	0	1019	Block 1019	S		143	57	+33.7935192	-084.3467220	BK		99999	143	134	1	3	140	0	5	0	0	0	103	99	1	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	57	0
PLST	GA	750	00	00	000	03	0166992	7500000US130890201001020	130890201001020	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1020	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		71543	0	1020	Block 1020	S		181	75	+33.7914837	-084.3466835	BK		99999	181	144	11	6	175	0	20	0	0	0	136	113	10	3	133	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	75	75	0
PLST	GA	750	00	00	000	03	0166993	7500000US130890201001021	130890201001021	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	1	1021	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		7281	0	1021	Block 1021	S		10	7	+33.7907804	-084.3446357	BK		99999	10	9	0	1	9	0	0	0	0	0	9	8	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0
PLST	GA	750	00	00	000	03	0166995	7500000US130890201002001	130890201002001	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2001	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000BC	A		99999	99999	01740		2711	0	2001	Block 2001	S		12	2	+33.8053227	-084.3476751	BK		99999	12	8	0	1	11	0	3	0	0	0	5	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
PLST	GA	750	00	00	000	03	0166996	7500000US130890201002002	130890201002002	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2002	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000BC	A		99999	99999	00120		237	0	2002	Block 2002	S		0	0	+33.8051417	-084.3481256	BK		99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLST	GA	750	00	00	000	03	0166997	7500000US130890201002003	130890201002003	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2003	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000BC	A		99999	99999	00120		2234	0	2003	Block 2003	S		10	2	+33.8048645	-084.3477694	BK		99999	10	1	0	2	8	0	6	0	1	0	5	1	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
PLST	GA	750	00	00	000	03	0166998	7500000US130890201002004	130890201002004	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2004	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		29367	0	2004	Block 2004	S		62	19	+33.8036337	-084.3473838	BK		99999	62	46	6	4	58	0	5	0	1	0	36	30	0	4	32	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0
PLST	GA	750	00	00	000	03	0167000	7500000US130890201002006	130890201002006	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2006	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		9618	0	2006	Block 2006	S		30	7	+33.8013580	-084.3481191	BK		99999	30	15	12	0	30	0	3	0	0	0	25	15	7	0	25	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0
PLST	GA	750	00	00	000	03	0167001	7500000US130890201002007	130890201002007	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2007	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		38063	0	2007	Block 2007	S		72	28	+33.8019768	-084.3468743	BK		99999	72	66	1	3	69	0	0	0	2	0	46	45	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	0
PLST	GA	750	00	00	000	03	0167002	7500000US130890201002008	130890201002008	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2008	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		91887	2160	2008	Block 2008	S		123	35	+33.8033469	-084.3442587	BK		99999	123	101	1	6	117	0	14	0	0	1	75	64	0	5	70	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	35	35	0
PLST	GA	750	00	00	000	03	0167003	7500000US130890201002009	130890201002009	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2009	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		59689	0	2009	Block 2009	S		136	44	+33.8007006	-084.3464051	BK		99999	136	127	0	1	135	1	5	0	2	0	100	92	0	0	100	1	5	0	2	0	0	0	0	0	0	0	0	0	0	0	44	44	0
PLST	GA	750	00	00	000	03	0167004	7500000US130890201002010	130890201002010	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2010	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		35779	0	2010	Block 2010	S		62	28	+33.7985675	-084.3459963	BK		99999	62	56	0	0	62	0	5	0	1	0	48	45	0	0	48	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	28	28	0
PLST	GA	750	00	00	000	03	0167005	7500000US130890201002011	130890201002011	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2011	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		45654	0	2011	Block 2011	S		87	30	+33.7998709	-084.3432667	BK		99999	87	70	2	10	77	0	4	0	1	0	60	49	1	5	55	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	30	30	0
PLST	GA	750	00	00	000	03	0167006	7500000US130890201002012	130890201002012	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2012	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		47178	0	2012	Block 2012	S		108	33	+33.8016471	-084.3431092	BK		99999	108	101	0	0	108	0	1	0	4	2	68	64	0	0	68	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	33	33	0
PLST	GA	750	00	00	000	03	0167007	7500000US130890201002013	130890201002013	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020100	2	2013	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					083					0000JA	A		99999	99999	00120		29552	0	2013	Block 2013	S		59	18	+33.7999502	-084.3455481	BK		99999	59	45	1	5	54	0	5	1	2	0	43	34	0	4	39	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	18	18	0
PLST	GA	750	00	00	000	03	0167008	7500000US130890202001000	130890202001000	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1000	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		202527	0	1000	Block 1000	S		130	81	+33.7763506	-084.3321061	BK		99999	130	103	6	5	125	1	15	0	0	0	114	90	4	5	109	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	81	81	0
PLST	GA	750	00	00	000	03	0167009	7500000US130890202001001	130890202001001	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1001	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		1581	0	1001	Block 1001	S		9	3	+33.7751431	-084.3346904	BK		99999	9	5	0	2	7	0	1	1	0	0	8	5	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2
PLST	GA	750	00	00	000	03	0167010	7500000US130890202001002	130890202001002	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1002	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		2662	0	1002	Block 1002	S		26	8	+33.7747284	-084.3347122	BK		99999	26	17	3	5	21	0	1	0	0	0	20	17	0	2	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	2
PLST	GA	750	00	00	000	03	0167011	7500000US130890202001003	130890202001003	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1003	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		7833	0	1003	Block 1003	S		4	1	+33.7784126	-084.3334493	BK		99999	4	1	2	0	4	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PLST	GA	750	00	00	000	03	0167012	7500000US130890202001004	130890202001004	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1004	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		20141	0	1004	Block 1004	S		0	0	+33.7781034	-084.3340777	BK		99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLST	GA	750	00	00	000	03	0167013	7500000US130890202001005	130890202001005	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1005	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		96870	0	1005	Block 1005	S		65	20	+33.7778675	-084.3363006	BK		99999	65	51	3	3	62	0	2	2	4	0	47	37	1	3	44	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	20	17	3
PLST	GA	750	00	00	000	03	0167014	7500000US130890202001006	130890202001006	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1006	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		4044	0	1006	Block 1006	S		12	2	+33.7790686	-084.3375252	BK		99999	12	9	0	2	10	0	1	0	0	0	7	4	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
PLST	GA	750	00	00	000	03	0167015	7500000US130890202001007	130890202001007	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1007	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		13079	0	1007	Block 1007	S		19	15	+33.7747267	-084.3354252	BK		99999	19	18	1	0	19	0	0	0	0	0	19	18	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0
PLST	GA	750	00	00	000	03	0167016	7500000US130890202001008	130890202001008	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1008	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		31977	0	1008	Block 1008	S		25	14	+33.7754370	-084.3358796	BK		99999	25	17	3	1	24	0	4	0	0	0	23	17	3	0	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0
PLST	GA	750	00	00	000	03	0167017	7500000US130890202001009	130890202001009	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1009	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		3832	0	1009	Block 1009	S		0	0	+33.7741303	-084.3372503	BK		99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLST	GA	750	00	00	000	03	0167018	7500000US130890202001010	130890202001010	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1010	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		87292	0	1010	Block 1010	S		26	11	+33.7758751	-084.3388964	BK		99999	26	24	0	1	25	0	0	0	0	1	22	20	0	1	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0
PLST	GA	750	00	00	000	03	0167019	7500000US130890202001011	130890202001011	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1011	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		26382	0	1011	Block 1011	S		151	84	+33.7747998	-084.3382709	BK		99999	151	131	2	8	143	0	10	0	0	0	133	120	2	6	127	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	84	81	3
PLST	GA	750	00	00	000	03	0167020	7500000US130890202001012	130890202001012	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1012	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		66572	0	1012	Block 1012	S		49	13	+33.7776868	-084.3399920	BK		99999	49	46	1	0	49	0	0	0	2	0	32	29	1	0	32	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	13	0
PLST	GA	750	00	00	000	03	0167021	7500000US130890202001013	130890202001013	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1013	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		115436	0	1013	Block 1013	S		63	33	+33.7769508	-084.3425240	BK		99999	63	57	3	1	62	0	1	0	0	1	57	52	3	1	56	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	33	33	0
PLST	GA	750	00	00	000	03	0167022	7500000US130890202001014	130890202001014	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1014	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		19076	0	1014	Block 1014	S		5	1	+33.7746555	-084.3431592	BK		99999	5	1	3	0	5	0	1	0	0	0	3	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PLST	GA	750	00	00	000	03	0167023	7500000US130890202001015	130890202001015	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1015	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		20538	0	1015	Block 1015	S		0	0	+33.7743260	-084.3398167	BK		99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLST	GA	750	00	00	000	03	0167024	7500000US130890202001016	130890202001016	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1016	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		64130	0	1016	Block 1016	S		31	10	+33.7733575	-084.3396885	BK		99999	31	29	1	0	31	0	0	0	0	1	24	23	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0
PLST	GA	750	00	00	000	03	0167025	7500000US130890202001017	130890202001017	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1017	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		38769	0	1017	Block 1017	S		41	17	+33.7735570	-084.3428531	BK		99999	41	36	0	2	39	2	0	0	1	0	34	31	0	0	34	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	17	0
PLST	GA	750	00	00	000	03	0167026	7500000US130890202001018	130890202001018	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1018	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000LE	A		99999	99999	00120		56277	0	1018	Block 1018	S		52	15	+33.7722038	-084.3375548	BK		99999	52	45	1	4	48	0	2	0	0	0	35	30	1	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0
PLST	GA	750	00	00	000	03	0167027	7500000US130890202001019	130890202001019	3	5	13	01705317	089	H1	01687424	90150	Z5	01936090							99999	99	99999999	04000	C1	02403126	020200	1	1019	9999	9	99999	99	99999999	999	99999	99	99999999	999999	9	99999	99	99999999	12060	1	122	99999	99999	9	999	99999	Y	N				05					042					089					0000EE	A		99999	99999	00120		80785	0	1019	Block 1019	S		34	18	+33.7726723	-084.3345111	BK		99999	34	24	3	4	30	3	0	0	0	0	25	21	0	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	4
